,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
2265,36810,0.3,Ideal,G,IF,62.6,57.0,4.32,4.28,2.69,956
35025,13439,1.46,Premium,I,SI2,62.4,59.0,7.21,7.16,4.49,5519
14273,34638,0.31,Ideal,E,VS2,61.8,55.0,4.39,4.35,2.7,872
7609,17926,1.01,Ideal,E,VS2,59.3,57.0,6.57,6.51,3.88,7240
19099,33109,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66,816
27983,35383,0.41,Very Good,G,VS1,60.7,58.0,4.79,4.83,2.92,899
7462,10299,1.03,Ideal,H,SI1,61.0,55.0,6.56,6.59,4.01,4759
29464,17996,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7277
23677,17499,1.51,Premium,J,SI1,62.3,58.0,7.3,7.33,4.56,7034
13700,3901,0.9,Good,G,SI2,62.7,59.0,6.04,6.12,3.81,3489
39702,38547,0.34,Ideal,D,VS2,62.0,55.0,4.48,4.45,2.77,1033
21958,8917,0.8,Very Good,E,VS1,62.4,54.0,5.98,5.94,3.72,4495
8538,21967,1.22,Ideal,G,VVS2,62.3,56.0,6.81,6.84,4.25,10038
12387,9295,0.91,Premium,G,VS1,62.5,61.0,6.17,6.05,3.82,4570
40142,47701,0.61,Very Good,E,VS2,60.1,60.0,5.5,5.54,3.32,1884
22855,39730,0.45,Premium,E,SI1,62.8,58.0,4.88,4.84,3.05,1091
17119,29200,0.33,Ideal,I,IF,61.4,56.0,4.41,4.45,2.72,694
36353,53782,0.73,Ideal,E,SI1,61.8,56.0,5.77,5.81,3.58,2728
19828,16586,1.24,Very Good,H,SI1,62.4,58.0,6.93,6.82,4.29,6625
1680,41057,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,1190
1489,20790,1.52,Good,F,SI2,58.2,60.0,7.52,7.63,4.41,9028
10820,26346,0.32,Ideal,F,VS2,61.1,57.0,4.44,4.47,2.72,645
6390,2917,0.91,Good,G,SI1,64.3,60.0,6.12,6.04,3.91,3286
38383,46220,0.5,Very Good,D,VS2,62.8,56.0,5.04,5.08,3.18,1752
5205,51022,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2328
24321,51002,0.59,Premium,D,VS1,61.9,58.0,5.37,5.32,3.31,2326
15499,10914,1.01,Very Good,G,SI1,63.0,57.0,6.28,6.35,3.98,4890
4273,4496,0.9,Fair,G,SI1,64.5,57.0,6.07,6.03,3.9,3629
18685,31565,0.31,Ideal,D,VVS2,62.0,56.0,4.34,4.37,2.7,766
37654,5750,1.01,Good,G,SI2,64.5,61.0,6.24,6.31,4.05,3895
9036,43291,0.58,Very Good,F,SI1,59.9,58.0,5.35,5.4,3.22,1401
10593,36800,0.3,Premium,G,IF,60.0,59.0,4.34,4.32,2.6,956
29758,20593,1.72,Ideal,J,SI1,62.0,57.0,7.66,7.62,4.74,8900
8358,43053,0.51,Good,H,VS1,59.4,61.9,5.18,5.2,3.08,1376
20816,20220,1.74,Premium,H,SI1,61.6,59.0,7.7,7.62,4.72,8653
22845,22296,1.27,Ideal,G,VVS2,62.4,53.3,6.94,6.95,4.33,10342
42035,38328,0.32,Premium,E,VVS1,60.5,58.0,4.47,4.42,2.69,1020
42104,51128,0.72,Ideal,I,VVS2,62.4,53.0,5.75,5.78,3.6,2340
6600,11000,1.17,Good,I,SI1,63.6,61.0,6.66,6.64,4.23,4914
10583,37933,0.26,Very Good,G,VVS2,62.3,56.0,4.07,4.09,2.54,486
31445,32848,0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,807
22638,47985,0.24,Very Good,F,VVS2,58.0,60.0,4.09,4.12,2.38,533
32689,17325,1.1,Very Good,G,VS1,60.3,62.0,6.72,6.67,4.04,6951
11806,21934,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,10010
36297,14287,1.09,Very Good,G,VS2,59.9,56.0,6.59,6.73,3.99,5783
16228,24681,1.74,Premium,I,VS1,62.5,57.0,7.71,7.67,4.81,13037
41168,17175,1.31,Good,H,SI1,57.9,62.0,7.18,7.25,4.18,6857
28079,41270,0.31,Good,D,SI1,63.3,59.0,4.24,4.29,2.7,502
29699,25669,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,14588
18568,27611,2.21,Very Good,F,SI2,61.0,58.0,8.36,8.43,5.12,18483
2150,35146,0.43,Ideal,J,IF,62.4,56.0,4.84,4.87,3.03,890
27866,22276,1.51,Very Good,H,SI1,60.6,59.0,7.41,7.45,4.5,10331
6882,25610,1.51,Ideal,E,VS2,62.7,57.0,7.31,7.26,4.57,14482
19685,9600,0.56,Ideal,D,IF,60.8,58.0,5.35,5.31,3.24,4632
26693,52768,0.72,Good,F,SI1,64.0,61.0,5.67,5.62,3.61,2563
14473,51780,0.7,Very Good,I,VS1,63.1,57.0,5.67,5.59,3.55,2411
21502,40204,0.53,Good,J,VS2,63.8,57.0,5.12,5.1,3.26,1122
4580,53860,0.71,Premium,D,SI1,60.9,59.0,5.72,5.71,3.48,2743
4146,38037,0.33,Premium,H,IF,62.9,58.0,4.43,4.38,2.77,1010
18363,25460,3.01,Premium,G,SI2,59.8,58.0,9.44,9.37,5.62,14220
532,2245,0.7,Good,E,VS1,58.7,60.0,5.79,5.83,3.41,3148
23046,11486,1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,5016
31163,29882,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,710
40899,26155,2.01,Good,H,SI1,63.9,59.0,7.81,7.91,5.02,15467
962,47296,0.3,Good,J,VS1,63.4,57.0,4.23,4.26,2.69,394
26750,13012,1.1,Ideal,G,SI2,62.5,55.0,6.61,6.66,4.15,5407
2761,39258,0.38,Ideal,E,VS1,62.1,56.0,4.65,4.62,2.88,1069
40792,39882,0.42,Ideal,G,VVS2,62.6,55.0,4.78,4.77,2.99,1103
1414,50204,0.8,Premium,J,SI1,60.1,57.0,6.03,5.98,3.61,2227
31715,20156,1.03,Ideal,D,VS1,61.8,56.0,6.46,6.54,4.02,8612
25756,47531,0.75,Fair,J,VS1,61.9,67.0,5.8,5.7,3.56,1869
11915,16262,1.22,Premium,I,VS1,59.4,60.0,7.02,6.96,4.15,6504
40443,11871,1.2,Premium,J,VS1,59.1,61.0,7.0,6.94,4.12,5107
35623,18984,1.09,Premium,E,VS2,61.6,59.0,6.62,6.54,4.05,7813
42118,40940,0.31,Ideal,G,VS2,60.8,56.0,4.4,4.42,2.68,500
38146,26935,2.02,Premium,H,SI1,62.1,61.0,8.06,7.99,4.98,16985
21497,23098,2.02,Premium,I,SI1,62.1,58.0,8.1,8.04,5.01,11119
37514,23963,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,12098
27179,35571,0.35,Premium,F,VS2,61.5,59.0,4.55,4.53,2.79,906
12607,33963,0.35,Premium,G,VS1,62.6,56.0,4.52,4.49,2.82,845
31466,51223,0.71,Fair,D,SI1,65.1,59.0,5.59,5.56,3.63,2352
42716,5801,0.9,Ideal,I,SI1,61.6,55.0,6.2,6.22,3.82,3908
8321,50095,0.71,Premium,H,SI1,62.4,62.0,5.67,5.64,3.53,2207
35624,41679,0.54,Very Good,H,SI1,63.3,57.0,5.22,5.15,3.28,1240
37305,10703,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,4848
6769,21877,1.5,Good,H,SI1,64.3,60.0,7.23,7.14,4.62,9946
41706,12175,0.92,Very Good,G,VVS2,62.3,57.0,6.19,6.27,3.88,5183
35229,9612,1.02,Very Good,D,SI2,60.3,58.0,6.48,6.52,3.92,4633
16904,1216,0.8,Ideal,E,SI2,60.8,56.0,6.02,6.01,3.66,2939
37681,53619,0.3,Ideal,I,VVS1,61.1,57.0,4.32,4.36,2.65,552
40151,39213,0.4,Very Good,G,VVS1,60.7,55.0,4.81,4.84,2.93,1066
24924,48142,0.6,Good,F,VS2,58.8,60.7,5.52,5.55,3.25,1940
2541,34221,0.38,Premium,G,SI1,59.5,62.0,4.71,4.67,2.79,855
42702,2368,0.9,Good,I,SI1,63.5,59.0,6.05,6.1,3.86,3176
26231,23216,1.72,Ideal,I,VS2,62.8,57.0,7.69,7.63,4.81,11226
35355,8669,1.04,Premium,G,SI2,62.6,58.0,6.49,6.42,4.04,4455
14170,20494,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,8828
651,5225,0.69,Ideal,F,VVS1,61.6,56.0,5.69,5.71,3.51,3784
12989,9085,1.2,Very Good,J,SI2,61.2,58.0,6.77,6.82,4.16,4523
33415,33734,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,839
31539,33000,0.44,Very Good,I,VS1,61.9,57.0,4.86,4.89,3.01,813
32504,48889,0.71,Premium,G,SI2,60.8,60.0,5.74,5.78,3.5,2039
34869,46295,0.3,Very Good,E,SI1,61.7,56.0,4.27,4.29,2.64,526
22060,46960,0.36,Premium,J,SI1,61.6,60.0,4.58,4.54,2.81,527
12160,29719,0.31,Good,G,VVS2,63.8,56.0,4.24,4.28,2.72,707
24497,49742,0.7,Premium,H,SI1,61.3,58.0,5.71,5.74,3.51,2155
32845,12818,1.01,Premium,F,SI1,60.6,59.0,6.52,6.49,3.94,5345
20650,38481,0.42,Ideal,D,VS2,61.4,56.0,4.8,4.84,2.96,1031
21900,22457,1.21,Ideal,G,VVS1,61.4,58.0,6.85,6.89,4.22,10483
12893,39203,0.37,Premium,G,IF,59.8,58.0,4.71,4.69,2.81,1064
19698,17495,1.01,Premium,D,VS2,60.4,58.0,6.57,6.47,3.94,7032
23615,20703,0.31,Premium,F,VS2,61.6,58.0,4.35,4.38,2.69,625
2385,13160,1.01,Good,D,SI1,61.8,60.0,6.35,6.37,3.93,5443
26959,9901,1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4686
2135,17072,1.03,Very Good,G,VS2,58.8,63.0,6.7,6.61,3.91,6806
16140,41462,0.41,Ideal,G,VVS1,61.8,55.0,4.78,4.76,2.95,1230
9129,36286,0.34,Very Good,E,SI2,61.7,61.0,4.47,4.51,2.77,477
34863,36307,0.32,Ideal,H,VVS1,62.1,54.0,4.42,4.4,2.74,936
34189,34714,0.37,Premium,D,SI1,62.3,56.0,4.64,4.61,2.88,874
20596,7408,0.33,Premium,G,VS2,60.0,58.0,4.47,4.49,2.69,579
24769,48095,0.51,Ideal,G,VVS1,60.4,57.0,5.2,5.22,3.15,1933
32538,40232,0.41,Ideal,G,VVS1,61.5,57.0,4.79,4.82,2.95,1123
1993,18527,1.03,Ideal,F,VS2,60.2,54.0,6.64,6.61,3.99,7550
5080,23497,1.5,Good,G,VS2,58.8,64.0,7.43,7.4,4.36,11508
31244,12150,1.0,Premium,E,SI1,61.1,60.0,6.47,6.42,3.94,5174
1282,43575,0.41,Ideal,E,VVS1,60.9,55.0,4.83,4.8,2.93,1431
42926,26736,1.8,Ideal,F,SI1,61.8,57.0,7.83,7.79,4.83,16513
42308,37892,0.41,Ideal,F,VS1,62.1,56.0,4.77,4.8,2.97,1007
926,52356,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2501
35977,25783,1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759
18885,25908,2.0,Ideal,I,SI1,62.8,56.0,8.04,7.95,5.02,15043
19850,14331,1.16,Ideal,D,SI1,62.0,56.0,6.73,6.76,4.18,5805
1603,33376,0.41,Good,I,VVS2,63.1,56.0,4.72,4.75,2.99,827
36210,5974,0.9,Premium,F,SI2,59.7,60.0,6.25,6.22,3.72,3951
15999,17405,1.1,Ideal,G,VS2,60.2,56.0,6.7,6.74,4.05,6972
1175,32864,0.35,Ideal,I,IF,61.8,53.0,4.55,4.57,2.81,808
20790,40026,0.53,Very Good,F,SI2,63.2,55.0,5.17,5.18,3.27,1110
35704,11962,1.01,Premium,G,SI1,62.3,59.0,6.38,6.3,3.95,5139
29620,23130,1.5,Premium,F,SI1,62.8,56.0,7.36,7.3,4.6,11154
28609,39704,0.4,Very Good,F,VS1,62.2,57.6,4.74,4.76,2.96,1089
38071,47861,0.56,Premium,D,VS2,61.5,58.0,5.28,5.33,3.26,1910
22715,6210,0.7,Ideal,E,VS1,61.2,56.0,5.72,5.75,3.51,4000
35819,4897,0.9,Premium,I,VS1,61.0,55.0,6.29,6.27,3.83,3720
32579,1409,0.32,Ideal,H,VS1,61.5,57.0,4.4,4.42,2.71,561
17291,22546,1.41,Ideal,G,VS2,60.8,55.0,7.27,7.2,4.4,10581
28726,40773,0.39,Premium,D,VVS1,63.0,60.0,4.63,4.61,2.91,1167
11873,48824,0.71,Good,I,VS2,64.2,58.0,5.52,5.57,3.56,2028
31439,43981,0.32,Ideal,J,VS2,62.1,54.0,4.38,4.44,2.74,393
28752,14515,1.0,Good,G,VS1,64.2,61.0,6.23,6.29,4.02,5863
17233,9805,0.91,Very Good,E,SI2,63.2,56.0,6.08,6.14,3.86,4668
14222,52460,0.71,Premium,E,SI1,61.8,56.0,5.77,5.72,3.55,2516
42275,3636,0.79,Very Good,D,SI1,59.7,57.0,5.96,5.99,3.57,3432
36971,42316,0.41,Ideal,F,VVS1,60.7,56.0,4.81,4.85,2.93,1295
21895,34124,0.35,Ideal,F,VS1,62.4,55.0,4.52,4.49,2.81,853
25276,20739,0.9,Ideal,D,VVS1,62.0,56.0,6.16,6.19,3.83,8979
22194,40679,0.5,Premium,E,SI1,62.4,58.0,5.06,5.01,3.14,1155
17944,44882,0.5,Premium,E,VS2,61.3,56.0,5.16,5.11,3.15,1629
20815,36726,0.32,Very Good,G,IF,62.9,55.0,4.37,4.41,2.76,954
17827,37209,0.34,Ideal,G,IF,61.9,54.0,4.5,4.52,2.79,974
33250,31320,0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758
12231,37735,0.5,Good,F,SI2,63.5,58.0,4.98,5.03,3.18,997
39178,15072,1.02,Very Good,G,VS2,62.1,59.0,6.41,6.47,4.0,6058
23842,7670,1.11,Ideal,I,SI1,62.4,55.0,6.6,6.64,4.13,4273
14293,14040,0.31,Very Good,F,VS2,61.1,58.1,4.33,4.37,2.66,605
38657,32598,0.3,Ideal,F,VVS1,58.0,60.0,4.34,4.37,2.64,802
20985,14891,1.29,Premium,G,SI2,62.0,58.0,7.03,6.97,4.34,5996
9577,38621,0.31,Ideal,H,VS2,62.2,55.0,4.36,4.39,2.72,489
27633,23634,2.0,Fair,H,SI2,64.5,56.0,7.93,7.86,5.09,11655
14699,39246,0.38,Ideal,E,VVS2,60.9,56.0,4.71,4.68,2.06,1068
4091,19492,1.5,Very Good,I,SI1,60.3,60.0,7.46,7.43,4.49,8127
35459,48785,0.53,Ideal,D,SI1,60.4,57.0,5.28,5.31,3.2,2021
39562,51061,0.7,Very Good,I,VS1,62.2,57.0,5.69,5.72,3.55,2332
37286,4765,0.72,Premium,F,VVS1,62.8,58.0,5.75,5.68,3.59,3689
39680,29516,0.38,Ideal,H,VS2,62.2,54.0,4.64,4.68,2.9,703
11980,44777,0.56,Premium,I,VVS1,60.6,59.0,5.29,5.33,3.22,1622
12613,22739,1.73,Very Good,I,SI1,61.2,60.0,7.65,7.67,4.69,10761
1395,12695,0.27,Ideal,H,VS2,61.8,56.0,4.15,4.17,2.57,599
26944,47741,0.7,Premium,F,SI2,62.0,58.0,5.7,5.64,3.52,1890
25942,27525,2.01,Ideal,G,SI2,61.7,57.0,8.13,8.1,5.01,18259
2055,40854,0.5,Ideal,G,SI1,62.2,56.0,5.13,5.08,3.17,1173
41824,2708,0.29,Very Good,F,VVS1,61.5,56.0,4.26,4.3,2.63,563
17483,599,0.7,Premium,G,VS1,62.6,55.0,5.73,5.64,3.56,2838
8668,8845,1.0,Ideal,E,SI1,62.6,56.0,6.37,6.29,3.96,4480
38865,23303,1.81,Good,G,SI2,58.9,55.0,7.99,8.04,4.72,11336
20248,33200,0.3,Fair,G,VVS2,64.4,58.0,4.21,4.17,2.7,819
27837,40021,0.32,Ideal,E,VVS2,62.4,56.0,4.43,4.39,2.75,1109
16584,299,0.8,Very Good,H,VS2,63.4,60.0,5.92,5.82,3.72,2797
40049,10028,0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,415
33780,18653,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7619
6434,41001,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1183
36664,20350,1.35,Premium,H,VS1,60.5,60.0,7.19,7.16,4.34,8747
17571,51689,0.7,Very Good,H,VS1,60.3,63.0,5.77,5.73,3.47,2399
41897,43872,0.51,Ideal,G,VS2,61.9,55.0,5.07,5.1,3.15,1450
18602,35330,0.33,Ideal,E,VVS2,60.7,55.0,4.49,4.5,2.73,898
2799,13949,1.14,Ideal,G,SI2,61.5,55.0,6.78,6.71,4.15,5675
24337,15921,1.52,Premium,J,SI1,61.0,59.0,7.41,7.35,4.5,6367
38008,10738,0.33,Ideal,H,SI1,63.0,56.0,4.42,4.41,2.78,594
7567,13455,1.04,Very Good,F,SI1,62.9,54.0,6.46,6.49,4.07,5525
29302,30383,0.43,Very Good,I,VS1,60.9,55.0,4.89,4.99,3.01,730
24857,16708,0.32,Good,F,SI2,63.5,56.0,4.35,4.37,2.77,421
4750,50494,0.7,Premium,F,SI1,61.8,59.0,5.76,5.67,3.53,2268
25891,129,0.91,Fair,H,SI2,65.7,60.0,6.03,5.99,3.95,2763
34274,17194,1.0,Premium,D,VS2,59.6,60.0,6.57,6.52,3.9,6868
27389,8573,1.0,Very Good,E,SI1,63.1,58.0,6.34,6.2,3.95,4435
23460,42658,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1333
43131,53707,0.72,Premium,D,SI1,61.8,58.0,5.81,5.75,3.57,2718
23492,47529,0.58,Premium,F,VS2,62.4,55.0,5.38,5.36,3.35,1869
27536,7883,1.04,Very Good,H,SI1,63.2,57.0,6.45,6.4,4.06,4310
11192,894,0.7,Premium,G,VVS2,62.9,59.0,5.68,5.61,3.55,2874
12358,4209,0.72,Premium,E,VVS1,62.9,59.0,5.75,5.67,3.59,3566
9469,26419,2.02,Ideal,I,SI1,61.9,58.0,8.07,8.18,5.03,15942
19783,51550,0.71,Ideal,G,SI2,61.3,55.0,5.76,5.79,3.54,2387
936,51618,0.76,Very Good,H,SI1,62.6,58.0,5.76,5.84,3.63,2396
27298,30412,0.32,Premium,G,VVS2,60.2,60.0,4.42,4.45,2.67,730
24242,27341,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,17893
27878,18588,1.56,Very Good,I,SI1,62.9,58.0,7.31,7.35,4.61,7584
25414,52593,0.96,Fair,I,SI2,66.3,58.0,6.07,5.9,3.97,2540
29979,19394,1.53,Very Good,J,VS1,62.8,59.0,7.31,7.34,4.6,8058
28101,7501,1.04,Premium,E,SI2,61.6,59.0,6.57,6.55,4.04,4240
32319,20874,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,9092
7892,29561,0.41,Good,E,SI1,63.6,58.0,4.72,4.74,3.01,705
23879,2565,0.9,Premium,F,SI2,61.9,62.0,6.12,6.07,3.77,3210
13897,18334,1.04,Ideal,F,VS2,62.0,55.0,6.47,6.52,4.03,7459
20552,14785,1.09,Very Good,H,SI1,62.5,57.0,6.49,6.54,4.07,5950
6832,3337,0.92,Premium,G,SI2,62.3,59.0,6.15,6.2,3.85,3377
26894,12937,1.09,Premium,F,SI1,60.9,59.0,6.64,6.59,4.03,5384
28668,26251,2.05,Very Good,H,VS2,63.5,62.0,8.05,7.91,5.07,15701
39630,14140,1.26,Very Good,H,SI2,62.2,57.0,6.86,6.9,4.28,5736
32004,40891,0.38,Ideal,E,VVS2,62.0,57.0,4.62,4.61,2.86,1176
26792,52097,0.7,Premium,F,VS2,61.2,59.0,5.73,5.68,3.49,2459
3843,2097,0.77,Ideal,G,VS2,62.1,56.0,5.85,5.88,3.64,3114
25722,4318,0.9,Good,E,SI2,64.1,58.0,6.04,6.09,3.89,3595
28978,25774,2.11,Very Good,I,SI1,62.4,53.0,8.17,8.27,5.13,14740
27635,12046,0.34,Good,E,SI1,63.3,56.0,4.41,4.44,2.8,596
35277,33710,0.42,Ideal,F,SI1,61.6,55.0,4.85,4.83,2.98,838
29667,28457,0.32,Very Good,G,VVS2,61.9,57.0,4.39,4.41,2.73,672
33404,24485,1.51,Good,G,VS2,63.3,60.0,7.2,7.28,4.58,12756
7725,40737,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,1163
18307,42353,0.32,Ideal,E,IF,61.2,57.0,4.4,4.43,2.7,1300
37435,27559,2.22,Ideal,I,VS2,61.3,56.0,8.36,8.45,5.15,18363
12918,29262,0.31,Premium,G,VS2,60.9,58.0,4.38,4.35,2.66,698
25887,36417,0.31,Ideal,D,VS2,61.5,56.0,4.36,4.35,2.68,942
27188,42050,0.42,Good,E,VVS2,64.1,57.0,4.7,4.73,3.02,1269
39890,3137,1.27,Ideal,I,I1,62.3,56.0,6.91,6.86,4.29,3328
19959,14450,1.33,Premium,I,SI2,62.4,58.0,7.04,7.02,4.39,5832
28509,40082,0.33,Ideal,E,VVS2,61.2,57.0,4.47,4.45,2.73,1114
8901,25312,2.07,Premium,H,SI1,62.7,58.0,8.14,8.09,5.09,13993
14216,38122,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,1013
10946,41435,0.42,Ideal,F,VS1,61.6,55.0,4.84,4.87,2.99,1228
24019,7307,0.84,Very Good,D,SI1,59.9,54.0,6.2,6.23,3.72,4205
3426,16290,1.01,Very Good,E,VS2,61.1,62.0,6.39,6.5,3.94,6517
20040,30671,0.3,Very Good,G,VVS1,59.8,62.0,4.33,4.36,2.6,737
41807,36368,0.34,Premium,G,IF,60.5,58.0,4.52,4.47,2.72,939
15080,650,0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,2843
802,1647,0.72,Ideal,H,VS2,61.2,57.0,5.79,5.77,3.54,3018
42711,29592,0.32,Good,D,SI1,63.8,55.0,4.36,4.35,2.78,706
12635,48022,0.53,Ideal,G,VS1,61.3,57.0,5.18,5.22,3.19,1922
33860,42942,0.3,Premium,I,SI1,61.9,61.0,4.29,4.27,2.65,506
24461,24809,1.71,Ideal,G,SI1,62.1,56.0,7.65,7.61,4.74,13196
40861,15398,1.2,Ideal,H,SI1,61.9,54.0,6.8,6.86,4.23,6169
5925,37835,0.33,Ideal,D,VS2,61.9,53.0,4.49,4.46,2.77,1002
39920,7345,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15,4212
11751,17982,1.2,Premium,E,SI1,60.9,57.0,6.86,6.8,4.16,7274
39135,42727,0.58,Ideal,D,SI2,62.7,56.0,5.3,5.32,3.33,1342
38022,40142,0.4,Very Good,F,VVS1,63.7,58.0,4.65,4.68,2.97,1116
31096,25965,1.73,Premium,G,VS1,62.8,57.0,7.72,7.57,4.8,15151
15978,32012,0.3,Ideal,D,VS2,61.8,55.0,4.35,4.32,2.68,778
24774,36448,0.31,Ideal,D,VS2,62.3,55.0,4.37,4.33,2.71,942
11126,50855,0.7,Very Good,E,SI1,60.3,60.0,5.77,5.81,3.49,2312
5563,30388,0.33,Ideal,H,VVS1,61.6,55.0,4.45,4.48,2.75,730
35432,23706,0.36,Very Good,H,VS1,61.6,59.0,4.52,4.57,2.8,631
16596,35936,0.42,Premium,G,SI1,62.7,59.0,4.75,4.72,2.97,920
38052,30049,0.41,Very Good,G,SI1,62.7,55.0,4.77,4.8,3.0,719
252,46821,0.7,Premium,H,SI2,60.5,61.0,5.75,5.72,3.47,1808
4199,51488,0.71,Ideal,F,SI1,62.9,57.0,5.71,5.65,3.57,2381
21914,50659,0.31,Ideal,G,VS2,61.4,56.0,4.34,4.36,2.67,544
16243,33219,0.39,Ideal,F,VS2,60.0,57.0,4.7,4.76,2.84,821
28493,14219,1.2,Ideal,I,SI1,60.3,56.0,6.87,6.97,4.17,5763
11734,31221,0.32,Ideal,D,SI1,62.7,54.0,4.39,4.35,2.74,756
7168,26138,2.47,Ideal,J,SI2,62.1,57.0,8.64,8.57,5.34,15430
15555,1966,0.73,Ideal,G,SI1,61.2,57.0,5.79,5.86,3.56,3089
37288,51758,0.65,Good,F,VS1,61.7,60.3,5.53,5.57,3.42,2406
32418,20140,1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,8596
21495,24041,0.38,Premium,I,VS2,61.8,59.0,4.61,4.64,2.86,633
15908,13761,1.2,Ideal,H,SI2,61.0,57.0,6.84,6.9,4.19,5610
5676,2720,0.26,Ideal,E,VVS2,62.5,55.0,4.07,4.09,2.55,564
29974,4395,0.31,Very Good,D,SI1,63.0,54.0,4.32,4.35,2.73,571
30338,41879,0.57,Premium,F,SI1,61.1,60.0,5.44,5.33,3.24,1257
5836,10448,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,4788
35846,24277,1.57,Ideal,G,VS2,62.7,55.0,7.42,7.49,4.68,12506
3104,50953,0.95,Fair,J,I1,64.9,56.0,6.17,6.12,3.99,2322
22583,45078,0.54,Ideal,G,VS2,61.0,57.0,5.24,5.28,3.21,1644
29045,29742,0.32,Ideal,H,VVS1,61.9,54.0,4.4,4.42,2.73,708
32045,2837,0.7,Ideal,E,VS2,62.6,55.0,5.66,5.68,3.55,3268
33692,45641,0.25,Ideal,G,VVS2,62.0,54.0,4.05,4.08,2.52,525
38877,17908,1.51,Good,I,SI1,63.9,63.0,7.17,7.2,4.59,7233
31443,17140,1.0,Very Good,F,VS2,63.8,56.9,6.29,6.36,4.04,6841
41942,5984,1.01,Very Good,J,SI1,58.9,59.0,6.56,6.62,3.88,3952
27513,8163,1.03,Premium,I,SI1,61.6,59.0,6.46,6.49,3.99,4362
36910,16428,1.13,Premium,G,VS2,60.1,59.0,6.82,6.75,4.08,6561
34377,30562,0.31,Ideal,D,VS2,62.2,54.0,4.31,4.34,2.69,734
26229,15600,1.01,Very Good,G,VVS2,61.9,58.0,6.38,6.48,3.98,6257
25455,17504,1.21,Ideal,I,VS1,61.8,56.0,6.83,6.87,4.23,7037
11296,379,0.74,Ideal,D,SI2,61.7,55.0,5.81,5.85,3.6,2810
32331,48683,0.53,Ideal,G,VVS1,61.2,55.0,5.19,5.23,3.19,2005
39812,11531,1.05,Ideal,H,SI1,62.5,56.0,6.52,6.43,4.05,5027
22892,36915,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,961
9451,20318,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,8733
32028,37848,0.33,Ideal,E,VS1,62.6,57.0,4.42,4.4,2.76,1002
33479,11767,1.2,Good,H,SI2,62.2,62.0,6.69,6.75,4.18,5082
38823,50367,0.75,Ideal,F,SI2,59.2,60.0,5.87,5.92,3.49,2248
38734,2895,0.91,Good,G,SI2,63.6,59.0,6.15,6.11,3.9,3282
41433,33933,0.33,Premium,I,VS2,62.0,60.0,4.41,4.46,2.75,463
28596,28004,0.3,Ideal,E,VS2,61.4,55.0,4.32,4.34,2.66,658
6871,36799,0.34,Premium,E,VS2,61.9,58.0,4.45,4.43,2.75,956
28586,15467,1.21,Very Good,H,SI1,62.2,56.0,6.75,6.79,4.21,6194
14359,30173,0.38,Ideal,G,VS2,61.0,55.0,4.67,4.71,2.86,721
7809,26137,2.26,Premium,H,SI2,61.3,60.0,8.5,8.43,5.19,15428
27403,52754,0.73,Ideal,I,VVS1,61.7,57.0,5.83,5.78,3.58,2561
5455,10368,1.06,Premium,F,SI1,61.9,58.0,6.53,6.58,4.06,4774
28530,19968,1.56,Ideal,E,SI2,61.2,56.0,7.53,7.49,4.59,8518
2007,29594,0.32,Premium,D,SI1,62.2,60.0,4.37,4.34,2.71,706
